INSTNM,CITY,STABBR,CONTROL,LATITUDE,LONGITUDE,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,DEBT_MDN,ADM_RATE,SAT_AVG,ACTCM50,UGDS
Cornell University,Ithaca,NY,2,42.4472,-76.483084,83196.0,66014.0,66014.0,104043.0,13000,0.0816,1520.0,34.0,15935.0
CUNY Bernard M Baruch College,New York,NY,1,40.740238,-73.983417,13521.0,7464.0,15414.0,75971.0,10000,0.5048,1310.0,,15734.0
CUNY Brooklyn College,Brooklyn,NY,1,40.631517,-73.949898,13573.0,7452.0,15402.0,60752.0,9218,0.5366,1310.0,,10443.0
College of Staten Island CUNY,Staten Island,NY,1,40.601831,-74.14849,14084.0,7490.0,15440.0,53501.0,8846,,,,9387.0
CUNY City College,New York,NY,1,40.819846,-73.948542,13514.0,7340.0,15290.0,66039.0,9775,0.5807,1340.0,,11934.0
CUNY Graduate School and University Center,New York,NY,1,40.748612,-73.983822,,7410.0,15360.0,65991.0,9800,0.3861,,,3067.0
CUNY Hunter College,New York,NY,1,40.768669,-73.964795,13310.0,7382.0,15332.0,63163.0,8812,0.5405,1350.0,,16642.0
CUNY John Jay College of Criminal Justice,New York,NY,1,40.770351,-73.98841,13712.0,7470.0,15420.0,56195.0,9250,0.5722,1140.0,,11340.0
CUNY Lehman College,Bronx,NY,1,40.872962,-73.895379,13456.0,7410.0,15360.0,58013.0,8500,0.5543,1010.0,,10438.0
CUNY Medgar Evers College,Brooklyn,NY,1,40.666256,-73.957076,14069.0,7352.0,15302.0,46498.0,7400,0.8339,980.0,,3404.0
CUNY New York City College of Technology,Brooklyn,NY,1,40.695483,-73.987856,13404.0,7332.0,15282.0,49365.0,7000,0.8074,1040.0,,12950.0
CUNY Queens College,Queens,NY,1,40.736416,-73.820053,13643.0,7538.0,15488.0,62763.0,8580,0.6852,1210.0,,13060.0
CUNY York College,Jamaica,NY,1,40.701576,-73.796313,13686.0,7358.0,15308.0,56945.0,7500,0.5942,1100.0,,4439.0
D'Youville  University,Buffalo,NY,2,42.902636,-78.890868,42512.0,33560.0,33560.0,66942.0,19750,0.8235,1040.0,,1299.0
Daemen University,Amherst,NY,2,42.965605,-78.788111,44232.0,33724.0,33724.0,61808.0,15041,0.7616,,,1761.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,2,40.60049,-73.743901,23750.0,11150.0,11150.0,,PS,0.88,,,57.0
Dominican University New York,Orangeburg,NY,2,41.047419,-73.950555,48001.0,33060.0,33060.0,61171.0,18250,0.7883,1160.0,,1083.0
Elmira College,Elmira,NY,2,42.0961,-76.813459,50783.0,37932.0,37932.0,57550.0,20230,0.908,1239.0,,583.0
Five Towns College,Dix Hills,NY,3,40.794506,-73.369348,40792.0,29950.0,29950.0,35887.0,12750,0.7203,,,533.0
Fordham University,Bronx,NY,2,40.859354,-73.882705,77351.0,61992.0,61992.0,85569.0,20500,0.5628,1412.0,32.0,10239.0
Hamilton College,Clinton,NY,2,43.050245,-75.408195,80380.0,65740.0,65740.0,78411.0,15015,0.1177,1487.0,33.0,2045.0
Hartwick College,Oneonta,NY,2,42.457599,-75.071994,66623.0,52849.0,52849.0,61107.0,17500,0.687,1170.0,,1099.0
Hilbert College,Hamburg,NY,2,42.75464,-78.820257,40002.0,32150.0,32150.0,48309.0,15000,0.9802,1060.0,,922.0
Hobart William Smith Colleges,Geneva,NY,2,42.858131,-76.985516,80635.0,63268.0,63268.0,68831.0,24250,0.5728,1296.0,28.0,1606.0
Hofstra University,Hempstead,NY,2,40.715959,-73.60078,68298.0,55450.0,55450.0,69039.0,18518,0.7059,1294.0,28.0,6155.0
Houghton University,Houghton,NY,2,42.426137,-78.155426,29287.0,17290.0,17290.0,46721.0,20313,0.927,1297.0,26.0,867.0
Iona University,New Rochelle,NY,2,40.925725,-73.788046,57336.0,45880.0,45880.0,73595.0,19500,0.9114,1167.0,23.0,2731.0
Ithaca College,Ithaca,NY,2,42.422154,-76.494136,66162.0,50510.0,50510.0,63548.0,19500,0.6994,1285.0,29.0,4350.0
Jewish Theological Seminary of America,New York,NY,2,40.811892,-73.960582,80579.0,65545.0,65545.0,92751.0,14976,0.4507,1507.0,34.0,172.0
The Juilliard School,New York,NY,2,40.773725,-73.982913,81090.0,56550.0,56550.0,37827.0,25000,0.0896,,,460.0
Kehilath Yakov Rabbinical Seminary,Ossining,NY,2,41.220521,-73.814887,16625.0,12800.0,12800.0,36442.0,PS,,,,206.0
Keuka College,Keuka Park,NY,2,42.615253,-77.090562,53506.0,38000.0,38000.0,58289.0,21418,0.9388,1090.0,,920.0
LIM College,New York,NY,3,40.754991,-73.979413,50471.0,31950.0,31950.0,58956.0,17500,0.9875,1090.0,23.0,1133.0
Le Moyne College,Syracuse,NY,2,43.049192,-76.090435,51033.0,38970.0,38970.0,62731.0,18435,0.7529,1260.0,28.0,2434.0
Long Island University,Brookville,NY,2,40.820714,-73.593678,52419.0,41642.0,41642.0,59950.0,19500,0.8977,1259.0,28.0,5478.0
Machzikei Hadath Rabbinical College,Brooklyn,NY,2,40.627937,-73.988378,20375.0,13500.0,13500.0,41527.0,PS,0.95,,,129.0
Manhattan College,Riverdale,NY,2,40.889756,-73.901893,62537.0,50850.0,50850.0,86316.0,21500,0.7849,1254.0,25.0,2928.0
Manhattan School of Music,New York,NY,2,40.812312,-73.961334,74277.0,54600.0,54600.0,26878.0,25125,0.3994,,,535.0
Manhattanville College,Purchase,NY,2,41.032187,-73.715645,55641.0,42950.0,42950.0,58832.0,20090,0.8466,,,1250.0
Marist College,Poughkeepsie,NY,2,41.720937,-73.935484,63898.0,46140.0,46140.0,77819.0,21500,0.6471,1285.0,28.0,5039.0
Marymount Manhattan College,New York,NY,2,40.768787,-73.959767,63837.0,40260.0,40260.0,49131.0,19250,0.7888,1226.0,27.0,1627.0
Mercy University,Dobbs Ferry,NY,2,41.021626,-73.874447,32391.0,22106.0,22106.0,52055.0,15000,0.8547,,,5539.0
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,2,40.6382,-73.969395,22157.0,13950.0,13950.0,,PS,0.8974,,,337.0
Mesivtha Tifereth Jerusalem of America,New York,NY,2,40.713812,-73.991271,17500.0,13560.0,13560.0,,PS,0.6087,,,45.0
Molloy College,Rockville Centre,NY,2,40.685941,-73.626183,48251.0,37840.0,37840.0,77789.0,24250,0.7564,1193.0,26.0,3185.0
Monroe College,Bronx,NY,3,40.864459,-73.900215,26306.0,17922.0,17922.0,41236.0,12672,0.6588,,,5670.0
Mount Saint Mary College,Newburgh,NY,2,41.513872,-74.012655,51810.0,41370.0,41370.0,67705.0,22250,0.8246,1160.0,,1268.0
University of Mount Saint Vincent,Bronx,NY,2,40.913657,-73.908887,50617.0,42740.0,42740.0,65756.0,18500,0.8464,1110.0,,2373.0
Nazareth University,Rochester,NY,2,43.101576,-77.518579,56140.0,40880.0,40880.0,56458.0,22500,0.795,1256.0,28.0,1891.0
The New School,New York,NY,2,40.735508,-73.997114,82757.0,56386.0,56386.0,52901.0,15498,0.6252,,,6819.0
New York University,New York,NY,2,40.729452,-73.997264,79121.0,60438.0,60438.0,82509.0,18500,0.0941,1527.0,34.0,29430.0
Niagara University,Niagara University,NY,2,43.137279,-79.036689,50174.0,38135.0,38135.0,56196.0,20312,0.8534,1155.0,25.0,2713.0
New York Institute of Technology,Old Westbury,NY,2,40.812447,-73.6078,53625.0,44360.0,44360.0,70080.0,17000,0.7808,1290.0,29.0,3320.0
Pace University,New York,NY,2,40.711014,-74.004719,68092.0,51424.0,51424.0,70378.0,17750,0.7714,1232.0,27.0,7725.0
Paul Smiths College of Arts and Science,Paul Smiths,NY,2,44.433965,-74.252675,50865.0,32049.0,32049.0,46145.0,17062,0.9073,,,582.0
Davis College,Pottersville,NY,2,43.730713,-73.812057,22080.0,17500.0,17500.0,38450.0,17290,0.3333,,,88.0
Pratt Institute-Main,Brooklyn,NY,2,40.691297,-73.96431,76533.0,59683.0,59683.0,54295.0,20500,0.5317,1339.0,30.0,3766.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,2,40.618347,-73.963615,17950.0,10800.0,10800.0,,PS,1.0,,,160.0
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,2,40.631954,-73.985026,19382.0,10000.0,10000.0,20707.0,PS,,,,436.0
Rabbinical Seminary Mkor Chaim,Lakewood,NJ,2,40.046838,-74.214817,15450.0,8450.0,8450.0,,PS,1.0,,,81.0
Rabbinical Seminary of America,Flushing,NY,2,40.72308,-73.817161,19700.0,10000.0,10000.0,,PS,0.9754,,,379.0
Rensselaer Polytechnic Institute,Troy,NY,2,42.729978,-73.676646,79934.0,61884.0,61884.0,102051.0,21995,0.5845,1415.0,32.0,5909.0
Roberts Wesleyan University,Rochester,NY,2,43.125755,-77.798498,49621.0,37504.0,37504.0,55031.0,19000,0.7778,1205.0,,1065.0
Rochester Institute of Technology,Rochester,NY,2,43.084188,-77.67386,71714.0,57016.0,57016.0,76571.0,20872,0.714,1378.0,31.0,13225.0
University of Rochester,Rochester,NY,2,43.126397,-77.631202,82600.0,64348.0,64348.0,79042.0,19000,0.3585,1480.0,33.0,6488.0
Russell Sage College,Troy,NY,2,42.72822,-73.693711,50986.0,36756.0,36756.0,58316.0,18000,0.7619,,,1075.0
St Bonaventure University,Saint Bonaventure,NY,2,42.080191,-78.481107,55265.0,40150.0,40150.0,57214.0,19500,0.8153,1181.0,26.0,1892.0
St. Francis College,Brooklyn,NY,2,40.690233,-73.986559,42269.0,27570.0,27570.0,58099.0,12693,,,,1931.0
St Lawrence University,Canton,NY,2,44.589879,-75.161343,79665.0,63870.0,63870.0,67258.0,22670,0.5847,1343.0,31.0,2040.0
The College of Saint Rose,Albany,NY,2,42.664297,-73.786661,52773.0,37452.0,37452.0,56040.0,16000,0.734,,,1238.0
St. Thomas Aquinas College,Sparkill,NY,2,41.041576,-73.936799,51685.0,37720.0,37720.0,62909.0,17500,0.8223,,,1009.0
Sarah Lawrence College,Bronxville,NY,2,40.9355,-73.843727,79320.0,63678.0,63678.0,53603.0,19500,0.5893,1374.0,31.0,1468.0
Sh'or Yoshuv Rabbinical College,Lawrence,NY,2,40.605227,-73.740085,16500.0,11700.0,11700.0,,PS,,,,147.0
Siena College,Loudonville,NY,2,42.717602,-73.7526,62329.0,44405.0,44405.0,76079.0,21471,0.7057,1238.0,28.0,3447.0
Skidmore College,Saratoga Springs,NY,2,43.097035,-73.785335,81890.0,65030.0,65030.0,69363.0,15000,0.2292,1388.0,32.0,2760.0
St. Joseph's University-New York,Brooklyn,NY,2,40.690418,-73.967664,39254.0,34535.0,34535.0,63905.0,17750,0.714,1170.0,,3343.0
St. John Fisher University,Rochester,NY,2,43.116259,-77.513056,52514.0,39666.0,39666.0,66944.0,19500,0.678,1207.0,28.0,2579.0
St. John's University-New York,Queens,NY,2,40.722523,-73.796104,61931.0,50110.0,50110.0,69571.0,19500,0.7967,1215.0,27.0,9742.0
SUNY College of Technology at Canton,Canton,NY,1,44.604096,-75.182906,23169.0,8689.0,13519.0,47860.0,12500,0.9634,,,2778.0
SUNY College of Technology at Delhi,Delhi,NY,1,42.269859,-74.924612,26285.0,8710.0,12480.0,51629.0,12000,0.8841,,,2597.0
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,1,42.672534,-74.498258,27108.0,8676.0,18586.0,45030.0,11000,0.8325,1060.0,,1776.0
Farmingdale State College,Farmingdale,NY,1,40.754224,-73.42832,17146.0,8576.0,18486.0,69781.0,11000,0.6912,1104.0,23.0,9117.0
University at Albany,Albany,NY,1,42.685489,-73.824662,28490.0,10408.0,28998.0,67979.0,15059,0.6987,,,12100.0
Binghamton University,Vestal,NY,1,42.087868,-75.966889,29657.0,10363.0,29453.0,80596.0,15000,0.3773,1415.0,32.0,14401.0
University at Buffalo,Buffalo,NY,1,43.000942,-78.789458,29043.0,10782.0,30572.0,70814.0,14250,0.693,1298.0,30.0,20284.0
Stony Brook University,Stony Brook,NY,1,40.91476,-73.12046,29174.0,10560.0,30350.0,74502.0,15000,0.4901,1410.0,31.0,17420.0
SUNY College of Environmental Science and Forestry,Syracuse,NY,1,43.034765,-76.138724,27958.0,9206.0,21036.0,55763.0,13000,0.8294,,,1725.0
SUNY Polytechnic Institute,Utica,NY,1,43.137701,-75.229841,23018.0,8578.0,20228.0,64355.0,12000,0.7844,1248.0,25.0,1773.0
SUNY Brockport,Brockport,NY,1,43.211926,-77.947188,25635.0,8678.0,15748.0,54496.0,15000,0.7129,1147.0,22.0,5381.0
SUNY Buffalo State University,Buffalo,NY,1,42.933832,-78.882125,23171.0,8486.0,18906.0,52334.0,12500,0.7587,1080.0,,5358.0
State University of New York at Cortland,Cortland,NY,1,42.598022,-76.188655,26413.0,8815.0,18725.0,60236.0,17500,0.5071,,,5896.0
SUNY at Fredonia,Fredonia,NY,1,42.452236,-79.337375,25331.0,8771.0,19191.0,54247.0,17500,0.792,1213.0,25.0,2860.0
SUNY College at Geneseo,Geneseo,NY,1,42.796645,-77.821894,26461.0,8966.0,19206.0,67316.0,14836,0.6353,1296.0,29.0,3855.0
State University of New York at New Paltz,New Paltz,NY,1,41.740936,-74.082188,27034.0,8524.0,18434.0,58073.0,15000,0.587,1267.0,27.0,6022.0
SUNY Oneonta,Oneonta,NY,1,42.468861,-75.063632,27258.0,8812.0,19232.0,60386.0,15000,0.7015,1181.0,25.0,4820.0
State University of New York at Oswego,Oswego,NY,1,43.454287,-76.540798,27155.0,8769.0,18679.0,57566.0,15750,0.8039,1177.0,26.0,5618.0
SUNY College at Potsdam,Potsdam,NY,1,44.662148,-74.973815,24489.0,8712.0,18622.0,47866.0,18166,0.8548,,,1951.0
SUNY at Purchase College,Purchase,NY,1,41.047223,-73.701955,28541.0,8953.0,18863.0,45092.0,15194,0.7283,1277.0,28.0,3110.0
SUNY Old Westbury,Old Westbury,NY,1,40.799021,-73.571907,19934.0,8379.0,18289.0,58526.0,12000,0.8458,,,3945.0
SUNY College at Plattsburgh,Plattsburgh,NY,1,44.69293,-73.466536,27415.0,8881.0,18791.0,56403.0,15000,0.7518,1180.0,,3789.0
SUNY Downstate Health Sciences University,Brooklyn,NY,1,40.653855,-73.945535,,,,109601.0,12500,,,,286.0
Empire State University,Saratoga Springs,NY,1,43.077283,-73.782484,18221.0,7630.0,17540.0,54080.0,11000,,,,7046.0
SUNY Maritime College,Throggs Neck,NY,1,40.807217,-73.795309,28880.0,8540.0,18450.0,95951.0,15875,0.7851,1199.0,24.0,1242.0
Upstate Medical University,Syracuse,NY,1,43.041819,-76.140009,,,,92257.0,15000,,,,117.0
Syracuse University,Syracuse,NY,2,43.036644,-76.133989,80396.0,63061.0,63061.0,79164.0,23697,0.4169,1351.0,30.0,15245.0
Talmudical Seminary Oholei Torah,Brooklyn,NY,2,40.670089,-73.945759,19724.0,8000.0,8000.0,39230.0,PS,0.7808,,,353.0
Talmudical Institute of Upstate New York,Rochester,NY,2,43.147062,-77.574943,14550.0,6150.0,6150.0,,PS,1.0,,,16.0
Torah Temimah Talmudical Seminary,Staten Island,NY,2,40.557785,-74.168769,32440.0,9600.0,9600.0,,PS,0.6471,,,73.0
Touro University,New York,NY,2,40.757267,-73.980813,37824.0,21810.0,21810.0,53419.0,12500,0.6301,1365.0,30.0,4004.0
Excelsior University,Albany,NY,2,42.705487,-73.862981,,,,78493.0,10870,,,,12701.0
Union College,Schenectady,NY,2,42.818097,-73.928788,81627.0,66456.0,66456.0,88604.0,21085,0.4379,1410.0,32.0,2070.0
United Talmudical Seminary,Brooklyn,NY,2,40.705687,-73.959113,21624.0,14133.0,14133.0,25113.0,PS,,,,2006.0
United States Merchant Marine Academy,Kings Point,NY,1,40.81357,-73.763004,9547.0,945.0,945.0,90610.0,6500,0.3247,1226.0,25.0,947.0
United States Military Academy,West  Point,NY,1,41.388988,-73.956772,,,,,,0.1398,1355.0,31.0,4439.0
Utica University,Utica,NY,2,43.096213,-75.272916,36845.0,24308.0,24308.0,63277.0,17538,0.8719,1130.0,,2477.0
Vassar College,Poughkeepsie,NY,2,41.686895,-73.895088,83573.0,67805.0,67805.0,71366.0,17500,0.1773,1513.0,34.0,2430.0
Villa Maria College,Buffalo,NY,2,42.91223,-78.796823,33719.0,28670.0,28670.0,38857.0,10511,0.8668,,,536.0
School of Visual Arts,New York,NY,3,40.738809,-73.982359,75016.0,49140.0,49140.0,46459.0,22000,0.9132,1337.0,30.0,3432.0
Wagner College,Staten Island,NY,2,40.615588,-74.092913,63007.0,52000.0,52000.0,74360.0,21000,0.8346,1234.0,25.0,1579.0
Webb Institute,Glen Cove,NY,2,40.884444,-73.644909,78140.0,61060.0,61060.0,,PS,0.2,1480.0,,105.0
Wells College,Aurora,NY,2,42.742943,-76.696028,51012.0,35166.0,35166.0,51094.0,12000,0.6965,,,355.0
Yeshiva Karlin Stolin,Brooklyn,NY,2,40.624918,-73.983373,17595.0,14000.0,14000.0,,PS,,,,136.0
Yeshiva Derech Chaim,Brooklyn,NY,2,40.636889,-73.979757,21071.0,12700.0,12700.0,,PS,0.7021,,,119.0
Yeshiva of Nitra Rabbinical College,Chester,NY,2,41.353674,-74.255911,22800.0,14000.0,14000.0,41785.0,PS,,,,249.0
Yeshivath Shaar Hatorah,Kew Gardens,NY,2,40.704048,-73.835009,21870.0,19200.0,19200.0,,PS,0.9184,,,84.0
Yeshiva University,New York,NY,2,40.850605,-73.929873,69117.0,49900.0,49900.0,71353.0,14000,0.6375,1410.0,31.0,2942.0
Yeshivath Viznitz,Monsey,NY,2,41.114682,-74.070243,16896.0,9900.0,9900.0,,PS,0.9373,,,921.0
Appalachian State University,Boone,NC,1,36.215536,-81.680583,22654.0,7541.0,24537.0,51836.0,15750,0.8864,1187.0,24.0,19304.0
Barton College,Wilson,NC,2,35.734376,-77.913867,48055.0,35600.0,35600.0,47913.0,15000,0.9587,,,1020.0
Belmont Abbey College,Belmont,NC,2,35.260651,-81.041315,32494.0,19500.0,19500.0,47937.0,14560,0.9038,1082.0,21.0,1454.0
Bennett College,Greensboro,NC,2,36.067531,-79.77998,39900.0,19140.0,19140.0,36654.0,17351,0.3361,890.0,,191.0
Brevard College,Brevard,NC,2,35.236763,-82.729494,45413.0,31250.0,31250.0,43545.0,11250,0.395,1064.0,20.0,760.0
Campbell University,Buies Creek,NC,2,35.409149,-78.738238,58752.0,40410.0,40410.0,54886.0,17000,0.9429,,,2790.0
Catawba College,Salisbury,NC,2,35.691443,-80.482751,47866.0,33400.0,33400.0,48793.0,13000,0.777,1136.0,23.0,1127.0
Chowan University,Murfreesboro,NC,2,36.436258,-77.099141,37837.0,27110.0,27110.0,38412.0,15250,0.7237,970.0,,638.0
Davidson College,Davidson,NC,2,35.499767,-80.843979,75865.0,60300.0,60300.0,81400.0,16511,0.1448,1448.0,32.0,1901.0
Duke University,Durham,NC,2,36.001135,-78.937624,82749.0,65805.0,65805.0,97800.0,12000,0.0678,1539.0,34.0,6417.0
East Carolina University,Greenville,NC,1,35.607186,-77.368291,23689.0,7361.0,23638.0,55146.0,17500,0.9006,1143.0,23.0,19857.0
Elizabeth City State University,Elizabeth City,NC,1,36.277978,-76.214041,18837.0,3412.0,7412.0,40026.0,12656,0.7049,,,1863.0
Elon University,Elon,NC,2,36.104148,-79.50344,59369.0,44536.0,44536.0,74545.0,18500,0.6731,1222.0,26.0,6402.0
Fayetteville State University,Fayetteville,NC,1,35.073641,-78.891696,16098.0,3969.0,7969.0,40144.0,15766,0.7989,972.0,18.0,5493.0
Gardner-Webb University,Boiling Springs,NC,2,35.24732,-81.668141,48813.0,33450.0,33450.0,48039.0,16453,0.8702,1146.0,23.0,1836.0
Greensboro College,Greensboro,NC,2,36.071082,-79.800232,34729.0,20400.0,20400.0,46566.0,17986,0.9205,,,656.0
Guilford College,Greensboro,NC,2,36.094233,-79.887737,55495.0,41140.0,41140.0,47590.0,15448,0.8376,1120.0,22.0,1011.0
Heritage Bible College,Dunn,NC,2,35.307368,-78.664393,18027.0,8688.0,8688.0,30672.0,PS,,,,28.0
High Point University,High Point,NC,2,35.972035,-79.994675,61582.0,44208.0,44208.0,61389.0,19000,0.7683,1242.0,27.0,4970.0
Johnson C Smith University,Charlotte,NC,2,35.243033,-80.857251,34228.0,20480.0,20480.0,42680.0,20500,0.4287,,,1047.0
Lees-McRae College,Banner Elk,NC,2,36.162477,-81.873371,45886.0,31140.0,31140.0,43415.0,12000,0.8075,,,817.0
Lenoir-Rhyne University,Hickory,NC,2,35.739968,-81.327598,57649.0,30900.0,30900.0,45543.0,15750,0.8068,,,1348.0
Livingstone College,Salisbury,NC,2,35.670877,-80.483956,28227.0,18296.0,18296.0,32600.0,26000,0.7409,,,798.0
Mars Hill University,Mars Hill,NC,2,35.82752,-82.551827,48794.0,37270.0,37270.0,44781.0,18172,0.7789,,,995.0
Meredith College,Raleigh,NC,2,35.799351,-78.689995,55557.0,43936.0,43936.0,51539.0,20066,0.7466,1224.0,26.0,1288.0
Methodist University,Fayetteville,NC,2,35.135058,-78.874426,53585.0,39664.0,39664.0,48050.0,12500,0.752,1201.0,25.0,1425.0
Montreat College,Montreat,NC,2,35.646577,-82.2976,45829.0,33860.0,33860.0,45151.0,13875,0.6555,,,750.0
University of Mount Olive,Mount Olive,NC,2,35.208166,-78.069388,35362.0,25950.0,25950.0,47139.0,20811,0.7775,1020.0,19.0,1754.0
North Carolina A & T State University,Greensboro,NC,1,36.07282,-79.773375,19180.0,6748.0,20408.0,44440.0,20909,0.4617,1048.0,19.0,11925.0
University of North Carolina Asheville,Asheville,NC,1,35.617068,-82.565392,21061.0,7461.0,24809.0,44030.0,14138,0.9389,1247.0,26.0,2790.0
University of North Carolina at Chapel Hill,Chapel Hill,NC,1,35.911769,-79.050969,25181.0,8989.0,39330.0,72200.0,12989,0.1874,1454.0,32.0,20556.0
University of North Carolina at Charlotte,Charlotte,NC,1,35.306022,-80.730919,22034.0,7214.0,21876.0,57289.0,16500,0.8021,1202.0,24.0,23567.0
University of North Carolina at Greensboro,Greensboro,NC,1,36.068236,-79.809414,19628.0,7593.0,23339.0,48160.0,16750,0.8983,1187.0,24.0,13848.0
North Carolina Central University,Durham,NC,1,35.974237,-78.898602,25618.0,6542.0,19578.0,42968.0,22000,0.9049,1023.0,17.0,5400.0
University of North Carolina School of the Arts,Winston Salem,NC,1,36.076183,-80.235672,25553.0,9477.0,27211.0,38357.0,19500,0.331,1250.0,26.0,902.0
North Carolina State University at Raleigh,Raleigh,NC,1,35.785111,-78.674517,25613.0,8895.0,31767.0,68758.0,17320,0.3985,1380.0,30.0,26389.0
North Carolina Wesleyan University,Rocky Mount,NC,2,36.019665,-77.773982,48263.0,35536.0,35536.0,45873.0,19531,0.7795,,,1169.0
University of North Carolina Wilmington,Wilmington,NC,1,34.225223,-77.875527,25913.0,7317.0,22985.0,54967.0,15178,0.7401,1262.0,26.0,14176.0
William Peace University,Raleigh,NC,2,35.789139,-78.637697,49103.0,33150.0,33150.0,46643.0,15145,0.9736,1198.0,24.0,661.0
University of North Carolina at Pembroke,Pembroke,NC,1,34.688313,-79.200347,16854.0,3571.0,7571.0,43407.0,15500,0.9236,,,5386.0
Pfeiffer University,Misenheimer,NC,2,35.484696,-80.283168,46700.0,33930.0,33930.0,51562.0,15500,0.953,,,654.0
Queens University of Charlotte,Charlotte,NC,2,35.189051,-80.833509,56944.0,43285.0,43285.0,57673.0,19500,0.6768,1223.0,26.0,1362.0
Mid-Atlantic Christian University,Elizabeth City,NC,2,36.303812,-76.216483,31429.0,17280.0,17280.0,38342.0,9500,0.7621,,,161.0
Saint Augustine's University,Raleigh,NC,2,35.785468,-78.621301,30324.0,16896.0,16896.0,35730.0,12750,0.5873,,,766.0
Salem College,Winston-Salem,NC,2,36.086271,-80.241297,47947.0,32236.0,32236.0,44640.0,19500,0.8703,1168.0,22.0,390.0
Shaw University,Raleigh,NC,2,35.771181,-78.637693,29659.0,17176.0,17176.0,34409.0,19000,0.3048,,,839.0
St. Andrews University,Laurinburg,NC,2,34.74563,-79.478567,49709.0,30800.0,30800.0,45606.0,8750,,,,806.0
Southeastern Baptist Theological Seminary,Wake Forest,NC,2,35.981858,-78.513755,20909.0,10646.0,10646.0,,PS,0.7661,1090.0,21.0,466.0
Wake Forest University,Winston-Salem,NC,2,36.133609,-80.277446,82818.0,64758.0,64758.0,78158.0,19500,0.2156,1469.0,33.0,5471.0
Warren Wilson College,Swannanoa,NC,2,35.610328,-82.442619,53576.0,40290.0,40290.0,36260.0,9500,0.7762,1290.0,27.0,720.0
Watts College of Nursing,Durham,NC,2,36.027649,-78.9413,,,,,PS,,,,134.0
Wingate University,Wingate,NC,2,34.986064,-80.44305,57780.0,40196.0,40196.0,52649.0,12000,0.8499,1083.0,21.0,2462.0
Carolina Christian College,Winston Salem,NC,2,36.146168,-80.256252,18252.0,9420.0,9420.0,40672.0,10000,,,,53.0
Winston-Salem State University,Winston-Salem,NC,1,36.089554,-80.225033,22345.0,6735.0,17391.0,45344.0,18447,0.6855,946.0,17.0,4244.0
Western Carolina University,Cullowhee,NC,1,35.308979,-83.186258,19057.0,4532.0,8532.0,49458.0,15348,0.8666,1151.0,23.0,9867.0
Dickinson State University,Dickinson,ND,1,46.882917,-102.799679,20155.0,9118.0,11218.0,50720.0,11960,0.6005,,,1108.0
University of Jamestown,Jamestown,ND,2,46.914302,-98.698416,36960.0,24820.0,24820.0,56621.0,15897,0.9351,,,947.0
University of Mary,Bismarck,ND,2,46.723767,-100.75274,32879.0,21468.0,21468.0,60909.0,18750,0.7825,,,2280.0
Mayville State University,Mayville,ND,1,47.505415,-97.322554,21042.0,7935.0,9564.0,47828.0,12268,,,,704.0
Minot State University,Minot,ND,1,48.246961,-101.29861,18141.0,8634.0,8634.0,51759.0,11980,0.7221,1084.0,21.0,2072.0
University of North Dakota,Grand Forks,ND,1,47.921654,-97.071738,24580.0,10951.0,15570.0,63552.0,15238,0.7709,,,9296.0
North Dakota State University-Main Campus,Fargo,ND,1,46.893127,-96.800838,23391.0,10857.0,15511.0,62203.0,16750,0.9581,1120.0,22.0,9567.0
Trinity Bible College and Graduate School,Ellendale,ND,2,46.001037,-98.517906,29953.0,18762.0,18762.0,35604.0,16043,0.3622,1120.0,22.0,138.0
Valley City State University,Valley City,ND,1,46.918517,-98.00389,20713.0,8514.0,13478.0,52725.0,11761,0.6931,1090.0,21.0,918.0
University of Akron Main Campus,Akron,OH,1,41.075923,-81.511167,24555.0,12799.0,17239.0,46600.0,15250,0.7091,1088.0,21.0,10011.0
Allegheny Wesleyan College,Salem,OH,2,40.86722,-80.861232,13885.0,6800.0,6800.0,37453.0,PS,,,,54.0
Art Academy of Cincinnati,Cincinnati,OH,2,39.108805,-84.513913,48176.0,40250.0,40250.0,34368.0,11750,0.3314,,,254.0
Ashland University,Ashland,OH,2,40.861755,-82.321061,40519.0,28910.0,28910.0,52928.0,20000,0.8057,1119.0,22.0,2250.0
Aultman College of Nursing and Health Sciences,Canton,OH,2,40.796186,-81.404053,27792.0,19854.0,19854.0,63582.0,13531,0.4127,1020.0,19.0,232.0
Baldwin Wallace University,Berea,OH,2,41.373017,-81.851145,54200.0,37938.0,37938.0,54122.0,24250,0.7685,1176.0,24.0,2775.0
Bluffton University,Bluffton,OH,2,40.895606,-83.899439,50579.0,36298.0,36298.0,49547.0,19500,0.6116,1020.0,19.0,595.0
Bowling Green State University-Main Campus,Bowling Green,OH,1,41.375513,-83.640896,29238.0,14081.0,22070.0,47896.0,17500,0.8061,1118.0,22.0,12255.0
Capital University,Columbus,OH,2,39.954875,-82.937867,54086.0,41788.0,41788.0,54143.0,20927,0.7317,1118.0,22.0,1709.0
